,log2,mRNA_RSEM,mRNA_Diploid,mRNA_Normal,mRNA_all
0,0.076,2245.9057399999997,-0.17767,-0.51683,-0.17876
1,-0.071,2028.8722200000004,-0.025490000000000047,-0.20606000000000008,-0.28731000000000007
2,-0.052,2297.42,-0.09329000000000004,-0.03450000000000001,-0.04879999999999999
3,-0.184,2274.53079,-0.03597999999999999,0.10286999999999999,-0.12059
4,-0.058,2580.7640199999996,0.21467,-0.55989,0.24653
5,-0.094,2025.4714200000003,-0.08619,0.16976999999999998,-0.03508999999999999
6,-0.199,2027.5819500000002,-0.23653000000000005,-0.49103,-0.24434
7,-0.041,2508.12927,0.06059999999999999,-0.8118000000000001,0.1958
8,-0.042,2594.8598100000004,0.4251600000000001,-0.34931000000000006,0.29192
9,-0.097,2009.49832,-0.4192,0.18666,-0.34460999999999997
10,-0.037,2121.08563,-0.16740000000000002,-1.03691,-0.13461000000000004
11,-0.005,3022.28892,0.30752,-0.6283400000000001,0.1711
12,-0.103,1945.7807999999998,-0.31005999999999995,0.33016999999999996,-0.28053
13,0.027,2498.20626,0.11364999999999999,0.20640999999999998,-0.06327999999999999
14,-0.13,2407.58687,0.32434999999999997,0.052510000000000015,0.25412
15,-0.06,2232.17212,0.0645,-0.0063300000000000465,0.02955000000000003
16,0.0,2484.5456000000004,0.21022,-0.8912100000000001,0.06565000000000003
17,-0.032,3028.81057,0.60811,-0.06829999999999994,0.485
18,-0.091,2543.0639999999994,0.1637,0.6569200000000001,0.12729
19,0.022,2257.35601,-0.36608,0.15043,-0.43158
20,-0.055,2360.003,0.04040999999999999,-0.62739,0.05712999999999998
21,-0.147,2112.8601500000004,-0.30544000000000004,-0.12224000000000004,-0.30078000000000005
22,-0.009,2177.40195,-0.24098999999999995,-1.7229799999999997,-0.32251
23,-0.016,2302.65033,-0.13134,-0.7119700000000001,-0.08199999999999999
24,-0.014,2366.39,-0.0793,-0.12050999999999996,0.0032
25,-0.134,2625.6980900000003,0.40951000000000004,0.016690000000000094,0.19577999999999998
26,0.106,2281.6085799999996,-0.18765,-1.4543599999999999,-0.25212
27,-0.047,2220.49173,-0.23315000000000002,-0.19486000000000003,-0.15541999999999997
28,0.028,1870.8003699999997,-0.39953,-1.0944699999999998,-0.34518000000000004
29,-0.011,1852.84,-0.6923,-0.91814,-0.7028
30,-0.006,3132.5096600000006,0.14571,-0.39239,0.02088000000000002
31,0.324,2748.7992999999997,0.71491,0.59405,0.4215699999999999
32,-0.011,2019.66347,-0.46979999999999994,-0.88555,-0.48201
33,-0.046,2461.62145,0.007350000000000012,-1.2277200000000001,0.11686999999999999
34,-0.05,1957.6731,-0.27430999999999994,-1.1998799999999998,-0.23088000000000003
35,-0.104,2360.3650199999997,0.22821000000000002,-0.36429999999999996,0.22527999999999998
36,0.067,2608.21259,0.3101,-0.5536300000000001,0.18020999999999995
37,-0.013,2343.4716000000003,-0.025170000000000005,-0.015200000000000014,-0.06922999999999999
38,-0.023,2227.5670099999998,-0.10386000000000002,-0.71114,-0.11740999999999994
39,-0.05,1957.6731,-0.27430999999999994,-1.1998799999999998,-0.23088000000000003
40,-0.008,2591.6816,0.14275,-0.8274900000000001,0.13731
41,-0.101,2200.53189,-0.16086,0.08454000000000002,-0.20682999999999993
42,0.021,2228.3036700000002,-0.08349,-0.90998,-0.20232
43,-0.098,2262.3195499999997,-0.11994000000000002,-0.32430000000000003,-0.21076
44,-0.061,2506.92234,0.08879,-1.31123,0.08557999999999999
45,-0.018,2607.1832999999997,0.40085999999999994,-0.74311,-0.06069
46,-0.078,1934.3781999999999,-0.5963799999999999,-2.7596200000000004,-0.7565999999999999
47,0.085,2343.9211499999997,0.17817,-1.3436299999999999,0.1567
48,-0.027,2444.47782,0.009199999999999986,-0.47521,-0.015589999999999982
49,-0.137,2391.3450000000003,0.00544,-0.44338000000000005,-0.0022599999999999842
50,-0.007,2122.5798800000002,-0.43115,-0.15995999999999996,-0.49422999999999995
51,-0.034,2078.96912,-0.5581200000000001,-1.00751,-0.7374499999999999
52,-0.006,3132.5096600000006,0.14571,-0.39239,0.02088000000000002
53,-0.018,2607.1832999999997,0.40085999999999994,-0.74311,-0.06069
54,-0.026,3086.055,0.66361,-0.50794,0.54601
55,0.08,1948.0582600000002,-0.39062,-1.6891000000000003,-0.51293
56,-0.075,2186.5950000000003,-0.10349000000000005,-0.7021200000000001,-0.16461999999999996
57,-0.096,2767.4261300000003,0.28432999999999997,-0.18260000000000004,0.21651999999999996
58,-0.064,2223.17951,-0.26513,-0.72416,-0.36768000000000006
59,-0.086,2437.30747,0.26661999999999997,-0.21842999999999999,0.25728
60,-0.036,2199.91055,-0.19851,-0.7133400000000001,-0.14761999999999997
61,0.196,1995.01135,0.17207,-1.5393,0.15119
62,0.009,2358.17819,-0.19759000000000004,-0.9018800000000002,-0.2807
63,0.116,2669.27578,0.46796000000000004,0.48038,0.28600000000000003
64,-0.072,2435.24,0.16669,-0.20586000000000002,0.15011999999999998
65,0.001,2678.2648200000003,0.21932999999999997,-0.84222,0.27066999999999997
66,-0.046,2461.62145,0.007350000000000012,-1.2277200000000001,0.11686999999999999
67,-0.063,2647.8417400000003,0.11061000000000003,-0.4380400000000001,-0.11377999999999996
68,-0.059,2647.829,0.22571000000000002,0.39124,0.21528
69,-0.044,2323.57,0.06448999999999998,-0.9811099999999999,0.10958999999999999
70,-0.049,2311.8232799999996,0.12053,-0.9486100000000001,0.12680000000000002
71,-0.054,2178.85062,-0.23356999999999997,-1.45844,-0.57569
72,0.014,2709.6353,0.25619999999999993,-0.64618,0.26947
73,-0.115,2701.8176900000003,0.27412,-0.29097999999999996,0.20563000000000003
74,-0.008,2591.6816,0.14275,-0.8274900000000001,0.13731
75,-0.844,1739.81891,-0.6804399999999998,-1.1293499999999999,-1.57647
76,-0.052,2297.42,-0.09329000000000004,-0.03450000000000001,-0.04879999999999999
77,0.022,2257.35601,-0.36608,0.15043,-0.43158
78,-0.139,2136.3360000000002,-0.20954,-0.77753,-0.18913000000000002
79,-0.083,2029.4036500000002,-0.49971999999999994,-1.1865,-0.71102
80,-0.068,2571.59,0.39827,-0.35663,0.38299999999999995
81,0.056,1896.7036,-0.58583,-1.17301,-0.57619
82,-0.1,2152.1799,-0.24871,0.14978000000000008,-0.26951
83,-0.07,2264.048,-0.0024900000000000143,0.5230400000000001,-0.024919999999999987
84,-0.006,3132.5096600000006,0.14571,-0.39239,0.02088000000000002
85,-0.01,2323.2385999999997,0.08265999999999998,-1.1183599999999998,0.009370000000000012
86,-0.152,2486.20049,0.32422,-0.84616,0.32404
87,-0.006,3132.5096600000006,0.14571,-0.39239,0.02088000000000002
88,0.049,2136.99,-0.3531,-0.5913999999999999,-0.2911
89,-0.035,3106.67,0.8043,0.42427000000000004,0.7886
90,-0.088,1813.41,-0.7393,-1.7829900000000003,-0.7648
91,-0.348,2118.3014,0.07749999999999999,-0.8661900000000001,-0.22894999999999993
92,-0.237,2086.5806599999996,-0.013609999999999987,-0.8795000000000002,0.00866000000000001
93,0.071,2703.5831200000002,0.41608999999999996,-0.46873000000000004,0.19494999999999998
94,-0.332,1675.4541000000002,-0.50937,-1.7555900000000002,-0.61683
95,0.062,2450.718,0.18531000000000003,-0.51037,0.10078999999999994
96,-0.082,2617.9644999999996,0.24609999999999993,-0.5949799999999998,0.14033
97,-0.589,2156.63494,0.18294000000000005,-0.44976000000000005,0.11756000000000003
98,0.136,2332.54052,0.18610000000000004,-0.8177899999999999,0.10418999999999998
99,-0.26,2428.2034299999996,0.12182,-0.46238999999999997,0.11091
100,0.356,2676.81214,0.40993,0.41206,0.35647
101,-0.48,2002.7826899999995,-0.43737000000000004,-1.67316,-0.5061100000000001
102,-0.156,2225.9632,-0.0151,-0.2719,-0.0192
103,-0.013,2343.4716000000003,-0.025170000000000005,-0.015200000000000014,-0.06922999999999999
104,-0.093,2329.713,0.31378999999999996,0.30538999999999994,0.34299999999999997
105,0.353,3122.9816899999996,0.661,0.67825,0.53191
106,-0.06,2232.17212,0.0645,-0.0063300000000000465,0.02955000000000003
107,0.08,1948.0582600000002,-0.39062,-1.6891000000000003,-0.51293
108,0.016,3179.8574,1.2502,0.57547,0.8725
109,-0.007,2122.5798800000002,-0.43115,-0.15995999999999996,-0.49422999999999995
110,-0.109,2747.52507,0.45206,0.060450000000000004,0.36971999999999994
111,0.469,3045.0789,1.0714,1.03904,0.7642
112,1.96,2920.4246,0.9061,0.55105,0.6597
113,-0.193,2604.6108,0.4872,0.36887,0.3735
114,-0.416,2008.89456,-0.46873000000000004,-1.2437900000000002,-0.5555199999999999
115,0.005171583271097834,2431.304384172376,0.08362741535100784,-0.5253435138629509,9.929500543630022e-09
116,-0.095,2472.2830000000004,0.22176,-0.8663399999999999,0.27251000000000003
117,-0.162,4394.3531,2.8612,2.1134299999999997,1.6814
118,-0.052,2297.42,-0.09329000000000004,-0.03450000000000001,-0.04879999999999999
119,-0.145,2269.1872,0.13040000000000002,-1.19706,0.03038999999999998
120,-0.597,3417.2322,1.5651,1.07585,1.0525
121,0.309,3263.23589,0.7031799999999999,1.5136899999999998,0.4916600000000001
122,0.451,2991.00576,0.9961400000000001,1.6327600000000004,0.7312100000000001
123,-0.256,2235.7029,0.24191000000000001,-0.010289999999999999,-0.07305000000000003
124,-0.058,2580.7640199999996,0.21467,-0.55989,0.24653
125,-0.301,2058.77552,-0.054500000000000014,-1.63923,-0.13986
126,-0.197,1890.2016000000003,-0.40341000000000005,-1.3698000000000001,-0.38278999999999996
127,-0.123,2416.0275599999995,-0.015620000000000012,-0.3128999999999999,-0.04679000000000003
128,-0.271,2550.86592,0.12937999999999997,-0.31674,0.07368
129,-0.098,2262.3195499999997,-0.11994000000000002,-0.32430000000000003,-0.21076
130,-0.296,2204.60805,-0.20674,-1.28813,-0.20909
131,0.214,2736.6818700000003,0.6285400000000001,0.4556000000000001,0.39898
132,0.402,3423.85153,1.0983999999999998,0.9785600000000001,0.7944899999999999
133,0.637,3608.7450400000002,2.3832,1.83041,1.33279
134,0.443,2963.61,1.2204,1.7682,0.9433
135,-0.038,2421.76,0.3375,0.4158,0.2969
136,0.029,2912.05,1.1364,1.6506,0.8871
137,-0.423,1113.96,-1.7935,-4.7841,-2.1884
138,0.022,1976.18,-0.3885,-0.9459,-0.3539
139,0.013,2140.27,-0.1212,-0.4117,-0.0986
140,0.103,1626.06,-0.959,-2.2517,-0.978
141,0.067,1340.59,-1.4242,-3.5443,-1.5958
142,-0.134,3417.74,1.9604,2.7231,1.3997
143,0.216,4498.95,3.7221,4.5643,2.2797
144,0.0,1284.47,-1.5156,-3.8307,-1.7326
145,-0.033,2382.05,0.2728,0.3051,0.244
146,0.027,1901.58,-0.5101,-1.2036,-0.477
147,0.325,2222.47,0.0128,-0.1593,0.0221
148,0.214,1888.38,-0.5316,-1.2502,-0.4993
149,-0.007,2604.0,0.6344,0.9018,0.5292
150,0.07,2321.04,0.1734,0.1313,0.161
151,0.014,1748.9,-0.7589,-1.7641,-0.7449
152,0.026,2135.42,-0.1291,-0.4269,-0.1058
153,0.009,2068.49,-0.2381,-0.6402,-0.2078
154,-0.108,2802.67,0.9582,1.3942,0.7646
155,-0.079,1782.32,-0.7044,-1.6373,-0.6843
156,0.361,3753.98,2.5082,3.3517,1.7001
157,-0.051,2261.35,0.0761,-0.0432,0.0776
158,0.062,1709.73,-0.8227,-1.9158,-0.8174
159,0.004,2402.37,0.3059,0.362,0.2712
160,-0.084,2490.08,0.4488,0.6021,0.386
161,1.01,3266.56,1.714,2.4201,1.2549
162,0.121,2796.34,0.9478,1.3791,0.7573
163,0.05,1881.22,-0.5433,-1.2757,-0.5115
164,1.1,2521.91,0.5007,0.6872,0.4267
165,0.001,2004.64,-0.3422,-0.8501,-0.3081
166,-0.179,1790.36,-0.6913,-1.6072,-0.6699
167,-0.009,2177.40195,-0.24098999999999995,-1.7229799999999997,-0.32251
168,-0.001,2148.22419,-0.28865999999999997,-0.31208,-0.23364
169,-0.072,2435.24,0.16669,-0.20586000000000002,0.15011999999999998
170,-0.048,2095.2407,-0.47734000000000004,-1.04196,-0.4404199999999999
171,-0.028,2389.08,-0.0522,-0.14819000000000004,0.0307
172,0.0524,3200.0,0.9157,1.2067799999999997,0.874
173,-0.005,3022.28892,0.30752,-0.6283400000000001,0.1711
174,-0.014,2004.6383600000001,-0.33835999999999994,-2.06384,-0.30116000000000004
175,-0.075,2186.5950000000003,-0.10349000000000005,-0.7021200000000001,-0.16461999999999996
176,-0.103,3270.43,0.9997,1.39431,0.9369
177,-0.007,1891.7,-0.6459,-1.03718,-0.6429
178,-0.013,1921.59,-0.6102,-1.26505,-0.5976
179,0.077,2037.7175,0.09889999999999996,-1.7996299999999998,0.04461999999999998
180,-0.044,2323.57,0.06448999999999998,-0.9811099999999999,0.10958999999999999
181,-0.043,2070.49,-0.4325,-0.9485300000000001,-0.3823
182,-0.017,2056.1231,-0.35113000000000005,-0.4290399999999998,-0.3554
183,-0.045,2551.6162,-0.16234000000000004,-0.63887,-0.23526000000000002
184,-0.026,1475.36,-1.1428,-1.7467999999999997,-1.36
185,0.014,2709.6353,0.25619999999999993,-0.64618,0.26947
186,-0.041,2508.12927,0.06059999999999999,-0.8118000000000001,0.1958
187,-0.035,2542.943,0.35136,-0.61873,0.24061000000000005
188,-0.051,2442.50194,-0.13446000000000002,-0.94208,-0.1352
189,0.014,2709.6353,0.25619999999999993,-0.64618,0.26947
190,-0.011,2019.66347,-0.46979999999999994,-0.88555,-0.48201
191,-0.011,2019.66347,-0.46979999999999994,-0.88555,-0.48201
192,-0.058,2580.7640199999996,0.21467,-0.55989,0.24653
193,0.147,2161.67232,-0.10934999999999997,-1.5376300000000005,-0.18460000000000001
194,-0.103,1945.7807999999998,-0.31005999999999995,0.33016999999999996,-0.28053
195,-0.094,2025.4714200000003,-0.08619,0.16976999999999998,-0.03508999999999999
196,-0.001,2148.22419,-0.28865999999999997,-0.31208,-0.23364
197,0.015,2734.02,0.3595,-0.43166000000000004,0.4199
198,0.039,3067.27,0.7573,0.87894,0.7518
199,-0.048,2095.2407,-0.47734000000000004,-1.04196,-0.4404199999999999
200,-0.02,2303.49717,-0.09986000000000003,-0.8181100000000001,-0.08946000000000001
201,-0.557,1815.7843,-0.48829,-1.4075600000000001,-0.74684
202,-0.036,2199.91055,-0.19851,-0.7133400000000001,-0.14761999999999997
203,-0.063,2647.8417400000003,0.11061000000000003,-0.4380400000000001,-0.11377999999999996
204,-0.085,2850.8864799999997,0.32158,0.031489999999999976,0.32183
205,0.005171583271097834,2431.304384172376,0.08362741535100784,-0.5253435138629509,9.929500543630022e-09
206,-0.022,2048.17,-0.4591,-0.7307400000000001,-0.4136
207,-0.01,2323.2385999999997,0.08265999999999998,-1.1183599999999998,0.009370000000000012
208,-0.149,2382.7903300000003,-0.20468000000000003,-0.8335800000000001,-0.18853000000000003
209,-0.1427,2368.84,-0.0764,-0.59317,0.0061
210,-0.002,2647.9990000000007,-0.002680000000000038,-1.4356600000000002,-0.04530999999999998
211,-0.096,2975.79,0.6481,0.5881399999999999,0.6644
212,-0.03,2809.5073199999997,0.42081,0.8124800000000001,0.42327000000000004
213,0.015,2534.48623,0.20627000000000004,-0.3811399999999999,0.26598
214,0.011,2916.84589,0.33057,0.11556999999999999,0.38577
215,-0.065,1519.12,-1.0906,-1.7695900000000002,-1.2757
216,0.006,2495.7891,0.19171,-0.76509,0.21748000000000003
217,0.024,2562.733,0.24442,0.3975000000000001,0.09046000000000003
218,-0.108,1950.47,-0.5757,-1.5333799999999997,-0.5546
219,-0.108,2862.19844,0.39597000000000004,-0.17345000000000005,0.36013999999999996
220,-0.1,2424.35,-0.0101,-0.34371000000000007,0.073
221,-0.066,2511.61473,0.30595,-0.05881000000000004,0.20835999999999996
222,-0.012,2587.6514999999995,0.08519000000000004,0.017310000000000048,0.05743000000000002
223,-0.075,1896.62,-0.64,-1.43191,-0.6354
224,0.0386,2531.62,0.1179,0.07601,0.1979
225,-0.005,3022.28892,0.30752,-0.6283400000000001,0.1711
226,-0.015,2284.582,-0.22151,-0.7942699999999999,-0.18381999999999998
227,0.028,1870.8003699999997,-0.39953,-1.0944699999999998,-0.34518000000000004
228,-0.017,2056.1231,-0.35113000000000005,-0.4290399999999998,-0.3554
229,0.006,2495.7891,0.19171,-0.76509,0.21748000000000003
230,0.027,2498.20626,0.11364999999999999,0.20640999999999998,-0.06327999999999999
231,0.06,2069.7479,-0.35874999999999996,-0.51698,-0.4136899999999999
232,-0.043,2257.02,-0.2098,-1.10063,-0.1334
233,-0.0338,2597.38,0.1964,0.17617,0.2719
234,-0.027,2270.21,-0.1941,-0.43812999999999996,-0.1166
235,-0.0167,1966.38,-0.5568,-1.38076,-0.5312
236,0.01,2422.54336,-0.26233,-2.31947,-0.18967999999999993
237,-0.143,2618.56256,0.06906000000000001,-0.45820999999999995,-0.000609999999999955
238,-0.092,2171.95,-0.34920999999999996,-0.88634,-0.31735
239,-0.141,1755.02,-0.809,-1.1182200000000002,-0.8592
240,0.184,2031.19122,-0.12713999999999998,-0.51764,-0.12882
241,0.0102,3199.0,0.9145,1.2731300000000003,0.8731
242,0.0,2484.5456000000004,0.21022,-0.8912100000000001,0.06565000000000003
243,-0.052,2189.73,-0.2902,-0.8378400000000001,-0.2207
244,-0.059,2647.829,0.22571000000000002,0.39124,0.21528
245,-0.073,2142.72206,0.030769999999999964,0.18300999999999998,-0.12127999999999999
246,-0.032,3028.81057,0.60811,-0.06829999999999994,0.485
247,0.057,2262.9997000000003,-0.05604999999999999,-0.69704,-0.32434
248,-0.026,3086.055,0.66361,-0.50794,0.54601
249,0.04,2528.3541400000004,0.37746,-1.49889,0.1242
250,0.0,2484.5456000000004,0.21022,-0.8912100000000001,0.06565000000000003
251,-0.033,2292.3120000000004,0.05969000000000002,-0.99626,-0.06905999999999998
252,0.097,2575.85937,0.27564000000000005,0.11376999999999997,0.15419000000000005
253,0.0,2484.5456000000004,0.21022,-0.8912100000000001,0.06565000000000003
254,-0.021,1562.89,-1.0384,-2.3037,-1.1938
255,0.033,1669.63,-0.911,-2.14378,-1.0032
256,-0.092,2065.61,-0.4383,-1.2934800000000002,-0.3891
257,-0.05,1957.6731,-0.27430999999999994,-1.1998799999999998,-0.23088000000000003
258,-0.05,2390.93,-0.05,-0.46814999999999996,0.0329
259,0.0,2484.5456000000004,0.21022,-0.8912100000000001,0.06565000000000003
260,0.012,1470.59,-1.1485,-2.7018,-1.3694
261,0.124,1834.66,-0.714,-1.51739,-0.7312
262,-0.048,1958.38,-0.5663,-1.12373,-0.5429
263,-0.085,1635.13,-0.9521,-1.82042,-1.0634
264,-0.035,2229.84,-0.2423,-0.6216,-0.1684
265,-0.04,709.329,-2.0572,-5.344930000000001,-3.472
266,-0.091,1451.92,-1.1708,-3.08682,-1.4062
267,-0.161,2346.4373100000003,0.07771999999999998,-0.91867,-0.061960000000000015
268,-0.023,2227.5670099999998,-0.10386000000000002,-0.71114,-0.11740999999999994
269,0.095,3102.1780200000003,0.9766600000000001,0.63981,0.62486
270,-0.096,2810.92,0.4513,0.22755,0.4999
271,0.016,2289.2619,-0.24986999999999998,-0.5145799999999999,-0.19403
272,-0.006,3132.5096600000006,0.14571,-0.39239,0.02088000000000002
273,-1.16,658.454,-2.1179,-4.17923,-3.6866
274,-0.046,2461.62145,0.007350000000000012,-1.2277200000000001,0.11686999999999999
275,-0.01,2323.2385999999997,0.08265999999999998,-1.1183599999999998,0.009370000000000012
276,0.048,2464.96395,0.36056999999999995,-0.07358999999999993,0.20643999999999996
277,-0.012,2587.6514999999995,0.08519000000000004,0.017310000000000048,0.05743000000000002
278,-0.114,2001.9083300000002,-0.2224,-0.5568,-0.22199
279,-0.083,2029.4036500000002,-0.49971999999999994,-1.1865,-0.71102
280,-0.123,2416.0275599999995,-0.015620000000000012,-0.3128999999999999,-0.04679000000000003
281,-0.089,2395.49,-0.0446,-0.21108000000000002,0.0384
282,-0.062,2095.11237,-0.11003000000000004,-0.08098999999999994,-0.11861999999999999
283,0.037,1802.9689000000003,-0.59923,-1.1482,-0.61957
284,-0.005,2648.12,0.257,0.44955,0.3277
285,-0.105,2502.53,0.0832,0.00268999999999997,0.1646
286,-0.005,3857.82,1.7008,1.50654,1.4136
287,-0.082,2433.8,0.0012,-0.010229999999999994,0.0842
288,-0.009,1834.3,-0.7144,-1.5769600000000001,-0.7318
289,-0.018,2637.88,0.2447,0.47185000000000005,0.3166
290,0.102,3013.71,0.6933,0.68402,0.7009
291,-0.061,3789.54,1.6193,1.93939,1.362
292,-0.051,2442.50194,-0.13446000000000002,-0.94208,-0.1352
293,-0.083,2947.19,0.6139,0.49190000000000006,0.6365
294,0.612,1835.52,-0.7129,-1.52395,-0.7299
295,-0.482,2387.86,-0.0537,-0.3280600000000001,0.0292
296,-0.133,2832.47,0.477,0.39433999999999997,0.522
297,-0.016,1551.52,-1.0519,-1.7319099999999998,-1.2148
298,-0.051,1308.93,-1.3415,-3.14597,-1.7053
299,-0.029,2046.63,-0.461,-0.9963899999999999,-0.4157
300,-0.099,2525.87,0.111,0.022900000000000025,0.1914
301,-0.021,2771.68,0.4044,0.06758,0.4593
302,-0.034,2640.7,0.2481,0.5697,0.3196
303,-0.133,2471.33,0.0459,0.03313999999999997,0.1284
304,-0.0216,5020.99,3.0892,2.9759700000000002,2.1741
305,-0.131,2549.43,0.1392,-0.15395999999999996,0.2181
306,-0.291,2819.22,0.4612,0.48271,0.5084
307,0.073,4555.61,2.5337,2.17755,1.8934
308,-0.221,2891.59,0.5476,0.62797,0.5816
309,0.001,2678.2648200000003,0.21932999999999997,-0.84222,0.27066999999999997
310,-0.096,2767.4261300000003,0.28432999999999997,-0.18260000000000004,0.21651999999999996
311,-0.099,3211.19777,0.96424,-0.21856,0.82065
312,-0.137,2391.3450000000003,0.00544,-0.44338000000000005,-0.0022599999999999842
313,-0.097,2009.49832,-0.4192,0.18666,-0.34460999999999997
314,-0.002,2647.9990000000007,-0.002680000000000038,-1.4356600000000002,-0.04530999999999998
315,-0.008,2591.6816,0.14275,-0.8274900000000001,0.13731
316,0.1,1924.1257800000003,-0.26341000000000003,-2.00122,-0.34014999999999995
317,-0.065,2634.90427,0.16164000000000003,-0.5957,0.15484
318,-0.008,2591.6816,0.14275,-0.8274900000000001,0.13731
319,-0.009,2177.40195,-0.24098999999999995,-1.7229799999999997,-0.32251
320,-0.133,2725.5343700000003,0.36975,0.06508999999999995,0.23096999999999998
321,-0.156,2325.53144,0.030889999999999983,-0.24674999999999994,-0.054599999999999996
322,-0.089,2653.55107,0.05944999999999999,0.6918599999999999,-0.15103000000000003
323,-0.122,2369.4075599999996,0.15317000000000003,-0.21279999999999996,0.014309999999999979
324,-0.077,2583.25378,0.18879999999999994,1.0268099999999998,0.17611
325,0.233,3215.29758,0.90008,1.03506,0.6323099999999999
326,-0.053,1772.5487100000003,-0.45945,-0.6402300000000001,-0.50248
327,-0.219,2709.18218,0.29901,0.02897999999999993,0.19900000000000004
328,-0.041,2508.12927,0.06059999999999999,-0.8118000000000001,0.1958
329,-0.079,2516.772,0.21053999999999995,-1.0246800000000003,0.1972
330,0.024,2562.733,0.24442,0.3975000000000001,0.09046000000000003
331,-0.008,2591.6816,0.14275,-0.8274900000000001,0.13731
332,-0.088,2288.748,-0.18742,-0.49854000000000004,-0.34034000000000003
333,-0.123,2416.0275599999995,-0.015620000000000012,-0.3128999999999999,-0.04679000000000003
334,-0.035,2542.943,0.35136,-0.61873,0.24061000000000005
335,0.003,2733.08003,0.14683000000000002,-0.55551,0.16467
336,-0.08,2472.2208,0.49431,-0.01815000000000002,0.32823
337,0.025,2046.8074500000002,-0.10742,-1.1464199999999998,-0.11944000000000002
338,-0.09,2336.18712,0.19718000000000002,-0.21522999999999998,0.24224
339,-0.085,2850.8864799999997,0.32158,0.031489999999999976,0.32183
340,-0.552,2120.1686799999998,-0.21589,-1.8081800000000001,-0.22382
341,-0.015,2284.582,-0.22151,-0.7942699999999999,-0.18381999999999998
342,-0.074,2436.42768,-0.035170000000000014,-0.54203,-0.25253
343,-0.077,2583.25378,0.18879999999999994,1.0268099999999998,0.17611
344,-0.054,2178.85062,-0.23356999999999997,-1.45844,-0.57569
345,-0.044,2323.57,0.06448999999999998,-0.9811099999999999,0.10958999999999999
346,0.019,2317.8549999999996,-0.33936,-1.14342,-0.44800000000000006
347,0.0,3309.19,1.046,1.00549,0.9709
348,-0.105,2348.8469999999998,0.14564,-0.19025999999999996,0.08655000000000004
349,-0.093,2329.713,0.31378999999999996,0.30538999999999994,0.34299999999999997
350,-0.133,2725.5343700000003,0.36975,0.06508999999999995,0.23096999999999998
351,-0.026,3086.055,0.66361,-0.50794,0.54601
352,0.009,2358.17819,-0.19759000000000004,-0.9018800000000002,-0.2807
353,-0.125,2995.06178,0.65879,0.88074,0.3129
354,-0.045,2551.6162,-0.16234000000000004,-0.63887,-0.23526000000000002
355,-0.033,2292.3120000000004,0.05969000000000002,-0.99626,-0.06905999999999998
356,-0.157,2064.58344,-0.021910000000000006,-0.29995,-0.23417999999999992
357,0.015,2534.48623,0.20627000000000004,-0.3811399999999999,0.26598
358,-0.15,2101.4552799999997,0.17315999999999995,-1.1006899999999997,0.05166999999999997
359,0.0,2484.5456000000004,0.21022,-0.8912100000000001,0.06565000000000003
360,0.044,2388.863,-0.07514000000000001,-1.7163599999999999,-0.28766
361,-0.129,1835.04731,-0.40429000000000004,-1.32424,-0.57088
362,0.021,2228.3036700000002,-0.08349,-0.90998,-0.20232
363,0.034,2410.2401600000003,0.15646,-1.44323,0.11804999999999999
364,-0.015,1492.484,-0.988,-1.77216,-1.0186
365,0.104,2048.37753,-0.25703,-0.78862,-0.32187
366,-0.171,1861.6693,-0.4983,-1.8529100000000003,-0.466
367,2.01,2656.3899,0.5559,0.24280999999999997,0.4228
368,-0.107,955.5913,-1.7002,-4.45276,-2.1329
369,0.9,2884.9125,0.859,0.92566,0.6291
370,-0.154,2608.48663,0.20143,0.13872999999999994,0.23468000000000006
371,-0.141,2156.3144,-0.1075,-0.78831,-0.0987
372,-0.106,2604.1494,0.06628,0.15682999999999997,0.09266000000000002
373,-1.29,1109.65231,-1.46851,-6.105169999999999,-3.36736
374,0.198,2513.9484,0.3669,0.15010000000000004,0.2849
375,0.01,2534.0416,0.3936,-0.16934999999999997,0.3049
376,-0.025,2625.3555,0.5147,0.10029000000000002,0.3934
377,0.146,2809.276,0.7586,0.03569999999999998,0.5627
378,-0.085,2797.8178,0.7434,0.29047999999999996,0.5525
379,0.049,2319.18993,0.1109,-0.60558,0.014929999999999999
380,-0.288,3602.3937,1.8107,1.8465899999999997,1.1845
381,0.209,3422.2685,1.5718,1.0041,1.0562
382,-0.334,2253.468,0.20164999999999997,-1.5371099999999998,0.06449000000000002
383,1.01,3282.7763800000002,1.42231,0.5274300000000001,0.89054
384,-0.326,2302.2511,0.0861,-0.41329000000000005,0.065
385,-0.04410000000000001,1570.5093,-0.8845,-2.0363700000000007,-0.8912
386,-0.366,1980.88828,-0.28606,-0.56255,-0.3209
387,-0.356,1941.50698,-0.25366,-0.61384,-0.25525000000000003
388,0.876,4769.3089,3.3586,2.7462400000000007,1.8862
389,-0.176,2301.9354,0.2364800000000001,-1.03575,-0.009619999999999962
390,-0.099,2286.9977,0.0659,-0.53752,0.0484
391,0.443,3705.23574,1.59972,2.29552,0.9343199999999999
392,-0.213,2048.73945,-0.22271999999999997,-1.1527,-0.25234999999999996
393,-0.135,1959.39,-0.08960000000000005,-0.71105,-0.14494
394,0.608,2299.4233099999997,0.50367,0.09145000000000006,0.2885700000000001
395,-0.88,2819.214,0.7718,0.48271,0.5715
396,-0.278,2266.5597199999997,0.16299999999999998,-0.27332000000000006,0.08438000000000001
